DateKey,AccountKey,Amount,ScenarioKey
201206,205,1018.39,1
201206,310,916.55,1
201206,309,141.78,1
201206,206,153.63,1
201206,207,0,1
201206,208,454.7,1
201207,205,1018.39,1
201207,310,916.55,1
201207,309,141.78,1
201207,206,153.63,1
201207,207,0,1
201207,208,454.7,1
201208,205,1018.39,1
201208,310,916.55,1
201208,309,141.78,1
201208,206,153.63,1
201208,207,0,1
201208,208,454.7,1
201209,205,1018.39,1
201209,310,916.55,1
201209,309,141.78,1
201209,206,153.63,1
201209,207,0,1
201209,208,454.7,1
201210,205,1018.39,1
201210,310,916.55,1
201210,309,141.78,1
201210,206,153.63,1
201210,207,0,1
201210,208,454.7,1
201211,205,1018.39,1
201211,310,916.55,1
201211,309,141.78,1
201211,206,153.63,1
201211,207,0,1
201211,208,454.7,1
201212,205,1018.4,1
201212,310,916.57,1
201212,309,141.74,1
201212,206,153.62,1
201212,207,0,1
201212,208,454.75,1
201301,205,1085.74,1
201301,310,977.16,1
201301,309,148.82,1
201301,206,164.49,1
201301,207,0,1
201301,208,443.85,1
201302,205,1085.74,1
201302,310,977.16,1
201302,309,148.82,1
201302,206,164.49,1
201302,207,0,1
201302,208,443.85,1
201303,205,1085.74,1
201303,310,977.16,1
201303,309,148.82,1
201303,206,164.49,1
201303,207,0,1
201303,208,443.85,1
201304,205,1085.74,1
201304,310,977.16,1
201304,309,148.82,1
201304,206,164.49,1
201304,207,0,1
201304,208,443.85,1
201305,205,1085.74,1
201305,310,977.16,1
201305,309,148.82,1
201305,206,164.49,1
201305,207,0,1
201305,208,443.85,1
201306,205,1085.74,1
201306,310,977.16,1
201306,309,148.82,1
201306,206,164.49,1
201306,207,0,1
201306,208,443.85,1
201307,205,1085.74,1
201307,310,977.16,1
201307,309,148.82,1
201307,206,164.49,1
201307,207,0,1
201307,208,443.85,1
201308,205,1085.74,1
201308,310,977.16,1
201308,309,148.82,1
201308,206,164.49,1
201308,207,0,1
201308,208,443.85,1
201309,205,1085.74,1
201309,310,977.16,1
201309,309,148.82,1
201309,206,164.49,1
201309,207,0,1
201309,208,443.85,1
201310,205,1085.74,1
201310,310,977.16,1
201310,309,148.82,1
201310,206,164.49,1
201310,207,0,1
201310,208,443.85,1
201311,205,1085.74,1
201311,310,977.16,1
201311,309,148.82,1
201311,206,164.49,1
201311,207,0,1
201311,208,443.85,1
201312,205,1085.71,1
201312,310,977.21,1
201312,309,148.8,1
201312,206,164.45,1
201312,207,0,1
201312,208,443.81,1
201401,205,1156.4,1
201401,310,1040.76,1
201401,309,157.52,1
201401,206,176.05,1
201401,207,0,1
201401,208,432.28,1
201402,205,1156.4,1
201402,310,1040.76,1
201402,309,157.52,1
201402,206,176.05,1
201402,207,0,1
201402,208,432.28,1
201403,205,1156.4,1
201403,310,1040.76,1
201403,309,157.52,1
201403,206,176.05,1
201403,207,0,1
201403,208,432.28,1
201404,205,1156.4,1
201404,310,1040.76,1
201404,309,157.52,1
201404,206,176.05,1
201404,207,0,1
201404,208,432.28,1
201405,205,1156.4,1
201405,310,1040.76,1
201405,309,157.52,1
201405,206,176.05,1
201405,207,0,1
201405,208,432.28,1
201406,205,1156.4,1
201406,310,1040.76,1
201406,309,157.52,1
201406,206,176.05,1
201406,207,0,1
201406,208,432.28,1
201407,205,1156.4,1
201407,310,1040.76,1
201407,309,157.52,1
201407,206,176.05,1
201407,207,0,1
201407,208,432.28,1
201408,205,1156.4,1
201408,310,1040.76,1
201408,309,157.52,1
201408,206,176.05,1
201408,207,0,1
201408,208,432.28,1
201409,205,1156.4,1
201409,310,1040.76,1
201409,309,157.52,1
201409,206,176.05,1
201409,207,0,1
201409,208,432.28,1
201410,205,1156.4,1
201410,310,1040.76,1
201410,309,157.52,1
201410,206,176.05,1
201410,207,0,1
201410,208,432.28,1
201411,205,1156.4,1
201411,310,1040.76,1
201411,309,157.52,1
201411,206,176.05,1
201411,207,0,1
201411,208,432.28,1
201412,205,1156.37,1
201412,310,1040.73,1
201412,309,157.51,1
201412,206,176.06,1
201412,207,0,1
201412,208,432.31,1
201501,205,1232.2,1
201501,310,1108.98,1
201501,309,168.31,1
201501,206,188.37,1
201501,207,0,1
201501,208,419.96,1
201502,205,1232.2,1
201502,310,1108.98,1
201502,309,168.31,1
201502,206,188.37,1
201502,207,0,1
201502,208,419.96,1
201503,205,1232.2,1
201503,310,1108.98,1
201503,309,168.31,1
201503,206,188.37,1
201503,207,0,1
201503,208,419.96,1
201504,205,1232.2,1
201504,310,1108.98,1
201504,309,168.31,1
201504,206,188.37,1
201504,207,0,1
201504,208,419.96,1
201505,205,1232.2,1
201505,310,1108.98,1
201505,309,168.31,1
201505,206,188.37,1
201505,207,0,1
201505,208,419.96,1
201506,205,1232.2,1
201506,310,1108.98,1
201506,309,168.31,1
201506,206,188.37,1
201506,207,0,1
201506,208,419.96,1
201507,205,1232.2,1
201507,310,1108.98,1
201507,309,168.31,1
201507,206,188.37,1
201507,207,0,1
201507,208,419.96,1
201508,205,1232.2,1
201508,310,1108.98,1
201508,309,168.31,1
201508,206,188.37,1
201508,207,0,1
201508,208,419.96,1
201509,205,1232.2,1
201509,310,1108.98,1
201509,309,168.31,1
201509,206,188.37,1
201509,207,0,1
201509,208,419.96,1
201510,205,1232.2,1
201510,310,1108.98,1
201510,309,168.31,1
201510,206,188.37,1
201510,207,0,1
201510,208,419.96,1
201511,205,1232.2,1
201511,310,1108.98,1
201511,309,168.31,1
201511,206,188.37,1
201511,207,0,1
201511,208,419.96,1
201512,205,1232.18,1
201512,310,1108.96,1
201512,309,168.34,1
201512,206,188.4,1
201512,207,0,1
201512,208,419.97,1
201601,205,1315.07,1
201601,310,1183.56,1
201601,309,181.45,1
201601,206,201.52,1
201601,207,0,1
201601,208,406.81,1
201602,205,1315.07,1
201602,310,1183.56,1
201602,309,181.45,1
201602,206,201.52,1
201602,207,0,1
201602,208,406.81,1
201603,205,1315.07,1
201603,310,1183.56,1
201603,309,181.45,1
201603,206,201.52,1
201603,207,0,1
201603,208,406.81,1
201604,205,1315.07,1
201604,310,1183.56,1
201604,309,181.45,1
201604,206,201.52,1
201604,207,0,1
201604,208,406.81,1
201605,205,1315.07,1
201605,310,1183.56,1
201605,309,181.45,1
201605,206,201.52,1
201605,207,0,1
201605,208,406.81,1
201606,205,1315.07,1
201606,310,1183.56,1
201606,309,181.45,1
201606,206,201.52,1
201606,207,0,1
201606,208,406.81,1
201607,205,1315.07,1
201607,310,1183.56,1
201607,309,181.45,1
201607,206,201.52,1
201607,207,0,1
201607,208,406.81,1
201608,205,1315.07,1
201608,310,1183.56,1
201608,309,181.45,1
201608,206,201.52,1
201608,207,0,1
201608,208,406.81,1
201609,205,1315.07,1
201609,310,1183.56,1
201609,309,181.45,1
201609,206,201.52,1
201609,207,0,1
201609,208,406.81,1
201610,205,1315.07,1
201610,310,1183.56,1
201610,309,181.45,1
201610,206,201.52,1
201610,207,0,1
201610,208,406.81,1
201611,205,1315.07,1
201611,310,1183.56,1
201611,309,181.45,1
201611,206,201.52,1
201611,207,0,1
201611,208,406.81,1
201612,205,1315.07,1
201612,310,1183.6,1
201612,309,181.42,1
201612,206,201.56,1
201612,207,0,1
201612,208,406.81,1
201701,205,1401.57,1
201701,310,1261.42,1
201701,309,191.71,1
201701,206,215.54,1
201701,207,0,1
201701,208,392.79,1
201702,205,1401.57,1
201702,310,1261.42,1
201702,309,191.71,1
201702,206,215.54,1
201702,207,0,1
201702,208,392.79,1
201703,205,1401.57,1
201703,310,1261.42,1
201703,309,191.71,1
201703,206,215.54,1
201703,207,0,1
201703,208,392.79,1
201704,205,1401.57,1
201704,310,1261.42,1
201704,309,191.71,1
201704,206,215.54,1
201704,207,0,1
201704,208,392.79,1
201705,205,1401.57,1
201705,310,1261.42,1
201705,309,191.71,1
201705,206,215.54,1
201705,207,0,1
201705,208,392.79,1
201706,205,1401.57,1
201706,310,1261.42,1
201706,309,191.71,1
201706,206,215.54,1
201706,207,0,1
201706,208,392.79,1
201707,205,1401.57,1
201707,310,1261.42,1
201707,309,191.71,1
201707,206,215.54,1
201707,207,0,1
201707,208,392.79,1
201708,205,1401.57,1
201708,310,1261.42,1
201708,309,191.71,1
201708,206,215.54,1
201708,207,0,1
201708,208,392.79,1
201709,205,1401.57,1
201709,310,1261.42,1
201709,309,191.71,1
201709,206,215.54,1
201709,207,0,1
201709,208,392.79,1
201710,205,1401.57,1
201710,310,1261.42,1
201710,309,191.71,1
201710,206,215.54,1
201710,207,0,1
201710,208,392.79,1
201711,205,1401.57,1
201711,310,1261.42,1
201711,309,191.71,1
201711,206,215.54,1
201711,207,0,1
201711,208,392.79,1
201712,205,1401.61,1
201712,310,1261.37,1
201712,309,191.7,1
201712,206,215.53,1
201712,207,0,1
201712,208,392.84,1
201801,205,1448.33,1
201801,310,1303.5,1
201801,309,158.89,1
201801,206,230.02,1
201801,207,0,1
201801,208,378.31,1
201802,205,1448.33,1
201802,310,1303.5,1
201802,309,158.89,1
201802,206,230.02,1
201802,207,0,1
201802,208,378.31,1
201803,205,1448.33,1
201803,310,1303.5,1
201803,309,158.89,1
201803,206,230.02,1
201803,207,0,1
201803,208,378.31,1
201804,205,1448.33,1
201804,310,1303.5,1
201804,309,158.89,1
201804,206,230.02,1
201804,207,0,1
201804,208,378.31,1
201805,205,1448.33,1
201805,310,1303.5,1
201805,309,158.89,1
201805,206,230.02,1
201805,207,0,1
201805,208,378.31,1
201806,205,1448.33,1
201806,310,1303.5,1
201806,309,158.89,1
201806,206,230.02,1
201806,207,0,1
201806,208,378.31,1
201807,205,1448.33,1
201807,310,1303.5,1
201807,309,158.89,1
201807,206,230.02,1
201807,207,0,1
201807,208,378.31,1
201808,205,1448.33,1
201808,310,1303.5,1
201808,309,158.89,1
201808,206,230.02,1
201808,207,0,1
201808,208,378.31,1
201809,205,1448.33,1
201809,310,1303.5,1
201809,309,158.89,1
201809,206,230.02,1
201809,207,0,1
201809,208,378.31,1
201810,205,1448.33,1
201810,310,1303.5,1
201810,309,158.89,1
201810,206,230.02,1
201810,207,0,1
201810,208,378.31,1
201811,205,1448.33,1
201811,310,1303.5,1
201811,309,158.89,1
201811,206,230.02,1
201811,207,0,1
201811,208,378.31,1
201812,205,1448.36,1
201812,310,1303.49,1
201812,309,158.83,1
201812,206,230.05,1
201812,207,0,1
201812,208,378.32,1
201901,205,1432.45,1
201901,310,1289.2,1
201901,309,99.98,1
201901,206,244.35,1
201901,207,0,1
201901,208,363.99,1
201902,205,1432.45,1
201902,310,1289.2,1
201902,309,99.98,1
201902,206,244.35,1
201902,207,0,1
201902,208,363.99,1
201903,205,1432.45,1
201903,310,1289.2,1
201903,309,99.98,1
201903,206,244.35,1
201903,207,0,1
201903,208,363.99,1
201904,205,1432.45,1
201904,310,1289.2,1
201904,309,99.98,1
201904,206,244.35,1
201904,207,0,1
201904,208,363.99,1
201905,205,1432.45,1
201905,310,1289.2,1
201905,309,99.98,1
201905,206,244.35,1
201905,207,0,1
201905,208,363.99,1
201906,205,1432.45,1
201906,310,1289.2,1
201906,309,99.98,1
201906,206,244.35,1
201906,207,0,1
201906,208,363.99,1
201907,205,1432.45,1
201907,310,1289.2,1
201907,309,99.98,1
201907,206,244.35,1
201907,207,0,1
201907,208,363.99,1
201908,205,1432.45,1
201908,310,1289.2,1
201908,309,99.98,1
201908,206,244.35,1
201908,207,0,1
201908,208,363.99,1
201909,205,1432.45,1
201909,310,1289.2,1
201909,309,99.98,1
201909,206,244.35,1
201909,207,0,1
201909,208,363.99,1
201910,205,1432.45,1
201910,310,1289.2,1
201910,309,99.98,1
201910,206,244.35,1
201910,207,0,1
201910,208,363.99,1
201911,205,1432.45,1
201911,310,1289.2,1
201911,309,99.98,1
201911,206,244.35,1
201911,207,0,1
201911,208,363.99,1
201912,205,1432.42,1
201912,310,1289.23,1
201912,309,100,1
201912,206,244.31,1
201912,207,0,1
201912,208,363.95,1
202001,205,1473.72,1
202001,310,1326.34,1
202001,309,155.86,1
202001,206,259.08,1
202001,207,4.18,1
202001,208,345.07,1
202002,205,1473.72,1
202002,310,1326.34,1
202002,309,155.86,1
202002,206,259.08,1
202002,207,4.18,1
202002,208,345.07,1
202003,205,1473.72,1
202003,310,1326.34,1
202003,309,155.86,1
202003,206,259.08,1
202003,207,4.18,1
202003,208,345.07,1
202004,205,1473.72,1
202004,310,1326.34,1
202004,309,155.86,1
202004,206,259.08,1
202004,207,4.18,1
202004,208,345.07,1
202005,205,1473.72,1
202005,310,1326.34,1
202005,309,155.86,1
202005,206,259.08,1
202005,207,4.18,1
202005,208,345.07,1
202006,205,1473.72,1
202006,310,1326.34,1
202006,309,155.86,1
202006,206,259.08,1
202006,207,4.18,1
202006,208,345.07,1
202007,205,1473.72,1
202007,310,1326.34,1
202007,309,155.86,1
202007,206,259.08,1
202007,207,4.18,1
202007,208,345.07,1
202008,205,1473.72,1
202008,310,1326.34,1
202008,309,155.86,1
202008,206,259.08,1
202008,207,4.18,1
202008,208,345.07,1
202009,205,1473.72,1
202009,310,1326.34,1
202009,309,155.86,1
202009,206,259.08,1
202009,207,4.18,1
202009,208,345.07,1
202010,205,1473.72,1
202010,310,1326.34,1
202010,309,155.86,1
202010,206,259.08,1
202010,207,4.18,1
202010,208,345.07,1
202011,205,1473.72,1
202011,310,1326.34,1
202011,309,155.86,1
202011,206,259.08,1
202011,207,4.18,1
202011,208,345.07,1
202012,205,1473.66,1
202012,310,1326.38,1
202012,309,155.9,1
202012,206,259.13,1
202012,207,4.17,1
202012,208,345.07,1
202101,205,1560.95,1
202101,310,1404.85,1
202101,309,205.13,1
202101,206,274.69,1
202101,207,0,1
202101,208,333.64,1
202102,205,1560.95,1
202102,310,1404.85,1
202102,309,205.13,1
202102,206,274.69,1
202102,207,0,1
202102,208,333.64,1
202103,205,1560.95,1
202103,310,1404.85,1
202103,309,205.13,1
202103,206,274.69,1
202103,207,0,1
202103,208,333.64,1
202104,205,1560.95,1
202104,310,1404.85,1
202104,309,205.13,1
202104,206,274.69,1
202104,207,0,1
202104,208,333.64,1
202105,205,1560.95,1
202105,310,1404.85,1
202105,309,205.13,1
202105,206,274.69,1
202105,207,0,1
202105,208,333.64,1
202106,205,1560.95,1
202106,310,1404.85,1
202106,309,205.13,1
202106,206,274.69,1
202106,207,0,1
202106,208,333.64,1
202107,205,1560.95,1
202107,310,1404.85,1
202107,309,205.13,1
202107,206,274.69,1
202107,207,0,1
202107,208,333.64,1
202108,205,1560.95,1
202108,310,1404.85,1
202108,309,205.13,1
202108,206,274.69,1
202108,207,0,1
202108,208,333.64,1
202109,205,1560.95,1
202109,310,1404.85,1
202109,309,205.13,1
202109,206,274.69,1
202109,207,0,1
202109,208,333.64,1
202110,205,1560.95,1
202110,310,1404.85,1
202110,309,205.13,1
202110,206,274.69,1
202110,207,0,1
202110,208,333.64,1
202111,205,1560.95,1
202111,310,1404.85,1
202111,309,205.13,1
202111,206,274.69,1
202111,207,0,1
202111,208,333.64,1
202112,205,1560.91,1
202112,310,1404.87,1
202112,309,205.12,1
202112,206,274.73,1
202112,207,0,1
202112,208,333.64,1
202201,205,1655.49,1
202201,310,1489.95,1
202201,309,219.42,1
202201,206,291.25,1
202201,207,0,1
202201,208,317.09,1
202202,205,1655.49,1
202202,310,1489.95,1
202202,309,219.42,1
202202,206,291.25,1
202202,207,0,1
202202,208,317.09,1
202203,205,1655.49,1
202203,310,1489.95,1
202203,309,219.42,1
202203,206,291.25,1
202203,207,0,1
202203,208,317.09,1
202204,205,1655.49,1
202204,310,1489.95,1
202204,309,219.42,1
202204,206,291.25,1
202204,207,0,1
202204,208,317.09,1
202205,205,1655.49,1
202205,310,1489.95,1
202205,309,219.42,1
202205,206,291.25,1
202205,207,0,1
202205,208,317.09,1
202206,205,1655.49,1
202206,310,1489.95,1
202206,309,219.42,1
202206,206,291.25,1
202206,207,0,1
202206,208,317.09,1
202207,205,1655.49,1
202207,310,1489.95,1
202207,309,219.42,1
202207,206,291.25,1
202207,207,0,1
202207,208,317.09,1
202208,205,1655.49,1
202208,310,1489.95,1
202208,309,219.42,1
202208,206,291.25,1
202208,207,0,1
202208,208,317.09,1
202209,205,1655.49,1
202209,310,1489.95,1
202209,309,219.42,1
202209,206,291.25,1
202209,207,0,1
202209,208,317.09,1
202210,205,1655.49,1
202210,310,1489.95,1
202210,309,219.42,1
202210,206,291.25,1
202210,207,0,1
202210,208,317.09,1
202211,205,1655.49,1
202211,310,1489.95,1
202211,309,219.42,1
202211,206,291.25,1
202211,207,0,1
202211,208,317.09,1
202212,205,1655.54,1
202212,310,1489.89,1
202212,309,219.46,1
202212,206,291.23,1
202212,207,0,1
202212,208,317.03,1
202301,205,1814.1,1
202301,310,1632.69,1
202301,309,291.05,1
202301,206,309.39,1
202301,207,0,1
202301,208,298.94,1
202302,205,1814.1,1
202302,310,1632.69,1
202302,309,291.05,1
202302,206,309.39,1
202302,207,0,1
202302,208,298.94,1
202303,205,1814.1,1
202303,310,1632.69,1
202303,309,291.05,1
202303,206,309.39,1
202303,207,0,1
202303,208,298.94,1
202304,205,1814.1,1
202304,310,1632.69,1
202304,309,291.05,1
202304,206,309.39,1
202304,207,0,1
202304,208,298.94,1
202305,205,1814.1,1
202305,310,1632.69,1
202305,309,291.05,1
202305,206,309.39,1
202305,207,0,1
202305,208,298.94,1
202306,205,1814.1,1
202306,310,1632.69,1
202306,309,291.05,1
202306,206,309.39,1
202306,207,0,1
202306,208,298.94,1
202307,205,1814.1,1
202307,310,1632.69,1
202307,309,291.05,1
202307,206,309.39,1
202307,207,0,1
202307,208,298.94,1
202308,205,1814.1,1
202308,310,1632.69,1
202308,309,291.05,1
202308,206,309.39,1
202308,207,0,1
202308,208,298.94,1
202309,205,1814.1,1
202309,310,1632.69,1
202309,309,291.05,1
202309,206,309.39,1
202309,207,0,1
202309,208,298.94,1
202310,205,1814.1,1
202310,310,1632.69,1
202310,309,291.05,1
202310,206,309.39,1
202310,207,0,1
202310,208,298.94,1
202311,205,1814.1,1
202311,310,1632.69,1
202311,309,291.05,1
202311,206,309.39,1
202311,207,0,1
202311,208,298.94,1
202312,205,1814.12,1
202312,310,1632.71,1
202312,309,291.01,1
202312,206,309.38,1
202312,207,0,1
202312,208,298.99,1
202401,205,1976.24,1
202401,310,1778.62,1
202401,309,307.27,1
202401,206,329.15,1
202401,207,0,1
202401,208,279.18,1
202402,205,1976.24,1
202402,310,1778.62,1
202402,309,307.27,1
202402,206,329.15,1
202402,207,0,1
202402,208,279.18,1
202403,205,1976.24,1
202403,310,1778.62,1
202403,309,307.27,1
202403,206,329.15,1
202403,207,0,1
202403,208,279.18,1
202404,205,1976.24,1
202404,310,1778.62,1
202404,309,307.27,1
202404,206,329.15,1
202404,207,0,1
202404,208,279.18,1
202405,205,1976.24,1
202405,310,1778.62,1
202405,309,307.27,1
202405,206,329.15,1
202405,207,0,1
202405,208,279.18,1
202406,205,1976.24,1
202406,310,1778.62,1
202406,309,307.27,1
202406,206,329.15,1
202406,207,0,1
202406,208,279.18,1
202407,205,1976.24,1
202407,310,1778.62,1
202407,309,307.27,1
202407,206,329.15,1
202407,207,0,1
202407,208,279.18,1
202408,205,1976.24,1
202408,310,1778.62,1
202408,309,307.27,1
202408,206,329.15,1
202408,207,0,1
202408,208,279.18,1
202409,205,1976.24,1
202409,310,1778.62,1
202409,309,307.27,1
202409,206,329.15,1
202409,207,0,1
202409,208,279.18,1
202410,205,1976.24,1
202410,310,1778.62,1
202410,309,307.27,1
202410,206,329.15,1
202410,207,0,1
202410,208,279.18,1
202411,205,1976.24,1
202411,310,1778.62,1
202411,309,307.27,1
202411,206,329.15,1
202411,207,0,1
202411,208,279.18,1
202412,205,1976.27,1
202412,310,1778.6,1
202412,309,307.26,1
202412,206,329.17,1
202412,207,0,1
202412,208,279.2,1
